Batch_ID,Start_Temp,Target_Temp,Ambient_Temp,Airflow_Rate,Humidity_Level,Material_Load,Fan_Speed,Heater_Power_Level,Control_Strategy,Preheating_Time,Energy_Consumed,Temp_Fluctuation_Index,Steady_State_Achieved
B1519,23.65,68.72,19.67,5.05,44.87,40.02,1334,70,PID,9.57,6.4,1.59,1
B1520,33.91,61.51,18.13,6.79,42.63,54.3,1182,81,Fixed-Time,15.23,8.83,3.12,0
B1521,20.9,58.88,24.53,4.2,42.32,43.42,1336,95,Fixed-Time,16.31,4.74,2.46,1
B1522,34.02,61.52,29.71,5.65,36.94,42.09,1025,83,PID,10.37,4.92,1.54,1
B1523,25.27,65.85,22.43,5.77,34.09,44.75,1467,75,PID,9.39,6.4,0.99,1
B1524,21.52,55.14,22.29,5.96,35.9,47.6,1408,70,PID,8.71,5.09,1.04,1
B1525,27.29,63.84,22.13,4.77,31.66,49.52,1076,91,PID,11.39,5.21,1.39,1
B1526,23.85,64.2,24.25,5.09,35.94,40.89,1416,71,FA-PID-LSSVM,6.71,3.17,0.68,1
B1527,24.27,64.57,23.29,6.53,30.28,59.41,1216,93,FA-PID-LSSVM,9.04,3.61,0.4,1
B1528,24.61,58.63,28.56,4.58,48.82,54.32,1327,80,PID,9.72,5.32,1.75,1
B1529,32.05,65.71,24.07,6.48,39.49,46.46,1324,72,Fixed-Time,16.06,6.08,3.21,1
B1530,28.09,56.37,24.09,5.69,59.19,46.37,1261,79,PID,10.45,4.95,1.79,1
B1531,24.67,57.99,19.66,6.29,35.81,48.97,1022,99,FA-PID-LSSVM,8.12,3.4,0.8,1
B1532,29.16,68.16,29.79,6.14,40.37,52.52,1243,75,Fixed-Time,16.37,4.74,1.92,1
B1533,30.74,66.08,21.0,4.62,40.74,42.93,1157,75,FA-PID-LSSVM,7.21,3.04,0.89,1
B1534,24.09,55.21,18.88,5.71,30.25,43.78,1205,89,PID,10.78,5.72,1.56,1
B1535,26.2,58.73,25.96,6.6,55.18,57.19,1309,90,FA-PID-LSSVM,6.71,3.06,0.97,1
B1536,21.83,58.22,25.14,5.3,30.96,45.13,1086,71,FA-PID-LSSVM,7.8,3.55,1.24,1
B1537,22.72,59.06,22.98,6.9,58.21,47.6,1266,95,FA-PID-LSSVM,6.56,3.05,0.88,1
B1538,30.22,58.71,23.07,5.36,56.76,57.43,1414,95,Fixed-Time,12.65,7.5,1.58,1
B1539,22.72,55.94,27.42,4.43,46.07,53.26,1133,93,FA-PID-LSSVM,5.89,3.44,0.57,1
B1540,27.88,61.88,20.35,5.17,46.31,46.83,1266,79,Fixed-Time,11.67,6.34,2.17,1
B1541,30.64,65.99,27.84,6.86,49.61,53.67,1332,92,PID,9.46,5.68,1.48,1
B1542,21.6,64.1,25.78,4.96,41.61,40.39,1267,95,PID,12.33,4.69,1.38,1
B1543,28.51,65.09,23.03,6.6,49.42,54.71,1449,75,FA-PID-LSSVM,6.53,3.2,1.04,1
B1544,23.85,56.22,23.5,6.64,31.34,49.74,1052,92,Fixed-Time,12.9,7.28,2.08,0
B1545,34.44,69.27,21.08,5.05,31.62,56.26,1098,97,PID,9.11,4.33,0.92,1
B1546,27.25,67.58,27.03,4.25,43.72,59.09,1246,86,Fixed-Time,14.22,5.62,2.56,1
B1547,32.09,67.08,24.15,6.17,46.49,58.52,1035,99,Fixed-Time,13.29,7.36,2.03,1
B1548,28.25,67.34,21.85,4.93,56.63,58.19,1400,83,FA-PID-LSSVM,7.76,3.73,0.54,1
B1549,20.65,68.99,25.15,6.35,33.14,50.24,1027,74,FA-PID-LSSVM,8.39,3.26,0.77,1
B1550,29.5,63.16,29.95,5.33,54.68,47.2,1219,92,Fixed-Time,18.97,6.78,2.37,1
B1551,34.27,58.0,23.22,5.46,36.3,49.3,1405,86,Fixed-Time,17.18,8.39,1.69,1
B1552,29.02,64.25,29.05,6.33,41.82,53.8,1101,71,FA-PID-LSSVM,4.18,3.23,0.86,1
B1553,32.29,66.14,22.14,5.15,39.5,57.68,1262,78,Fixed-Time,14.83,7.23,2.53,1
B1554,33.26,66.07,18.66,5.33,42.0,44.14,1270,81,FA-PID-LSSVM,6.13,3.72,0.44,1
B1555,23.42,62.82,20.45,5.13,34.51,58.36,1223,88,Fixed-Time,13.32,9.3,2.19,1
B1556,23.18,56.03,23.02,5.1,45.11,56.3,1138,91,FA-PID-LSSVM,7.37,3.47,1.08,1
B1557,29.16,60.57,20.64,5.58,54.05,59.58,1279,76,Fixed-Time,16.23,6.6,1.18,1
B1558,26.17,68.81,18.0,6.43,43.25,57.61,1450,78,FA-PID-LSSVM,6.94,3.72,0.64,1
B1559,32.6,63.77,28.98,5.09,44.72,45.6,1285,90,Fixed-Time,11.57,6.17,2.27,1
B1560,33.5,63.07,28.13,5.57,55.46,42.12,1453,85,PID,12.39,5.66,1.63,1
B1561,25.3,59.03,26.91,6.01,51.18,42.24,1249,89,PID,10.3,5.7,0.88,1
B1562,23.55,60.53,20.01,4.81,44.71,45.82,1321,80,Fixed-Time,14.16,9.26,2.41,1
B1563,31.71,68.43,19.44,4.83,37.73,52.28,1316,81,PID,12.24,5.14,1.21,1
B1564,24.12,65.0,18.81,6.8,56.55,56.09,1077,84,Fixed-Time,10.99,8.02,2.31,0
B1565,32.34,66.81,26.69,6.17,47.31,57.99,1296,87,Fixed-Time,15.56,8.46,2.16,0
B1566,26.36,61.82,29.15,5.73,36.63,52.48,1337,88,PID,9.67,3.63,1.05,1
B1567,30.01,64.45,23.17,5.94,38.07,40.11,1306,85,Fixed-Time,17.59,7.44,2.08,1
B1568,21.43,58.73,19.43,4.09,54.09,43.73,1427,84,FA-PID-LSSVM,8.99,4.01,0.74,1
B1569,29.36,65.58,24.15,5.85,31.32,41.99,1350,74,Fixed-Time,11.62,6.16,1.62,1
B1570,26.78,61.41,22.19,5.53,59.76,47.27,1012,80,Fixed-Time,16.63,8.21,1.48,0
B1571,28.8,61.64,22.5,5.64,33.91,50.03,1345,84,PID,8.14,4.39,1.59,1
B1572,22.52,64.74,25.46,5.08,53.88,40.87,1491,98,FA-PID-LSSVM,6.84,3.65,1.16,1
B1573,31.05,69.04,26.62,4.24,41.84,46.97,1395,87,Fixed-Time,13.74,6.82,2.6,1
B1574,32.94,55.96,19.33,4.58,44.77,43.58,1081,82,Fixed-Time,14.02,7.67,2.09,1
B1575,23.25,67.37,18.43,6.85,56.42,52.94,1008,73,Fixed-Time,13.77,7.98,2.21,1
B1576,21.44,59.39,29.93,5.23,42.39,49.29,1496,86,Fixed-Time,13.55,4.93,2.02,1
B1577,20.35,61.66,20.79,5.4,46.12,49.91,1212,73,Fixed-Time,11.86,6.56,1.1,0
B1578,29.63,55.33,18.65,4.16,31.48,48.55,1047,85,Fixed-Time,14.94,6.29,2.34,1
B1579,29.11,59.52,20.28,4.11,30.07,59.12,1048,92,FA-PID-LSSVM,7.61,2.7,0.72,1
B1580,28.2,62.54,18.47,6.15,37.34,44.29,1308,84,FA-PID-LSSVM,5.47,3.88,0.73,1
B1581,23.48,55.84,22.7,5.61,50.42,50.33,1439,83,Fixed-Time,15.09,8.25,2.63,1
B1582,25.86,62.37,27.63,5.53,33.64,54.72,1039,81,Fixed-Time,11.96,8.36,2.23,1
B1583,28.92,68.91,22.09,4.73,33.41,51.14,1362,72,PID,7.83,5.76,0.96,1
B1584,27.45,56.58,23.33,6.23,42.33,58.58,1279,79,FA-PID-LSSVM,7.66,3.82,0.92,1
